x1,x2,u_1,u_2
0.0,0.0,0.06463541988550904,3.5924783906118787
0.0,0.02040816326530612,0.13804159209155872,3.2735547405739043
0.0,0.04081632653061224,0.24175042251465653,2.862521701214202
0.0,0.061224489795918366,0.31705712518578055,2.535535485747672
0.0,0.08163265306122448,0.39172987554186733,2.3736738437910585
0.0,0.1020408163265306,0.48290818841366717,2.276293496108409
0.0,0.12244897959183673,0.5858233035396859,2.2602689221149395
0.0,0.14285714285714285,0.6981975321858409,2.2281828125690746
0.0,0.16326530612244897,0.808045041148499,2.1640819074667035
0.0,0.18367346938775508,0.8926747184056523,2.1039526537145363
0.0,0.2040816326530612,0.9148471338446409,1.9263780029085047
0.0,0.22448979591836732,0.8911921544622334,1.783376046059241
0.0,0.24489795918367346,0.8498809447218724,1.6519809740082796
0.0,0.26530612244897955,0.8169093675538567,1.529647564237222
0.0,0.2857142857142857,0.8009569413646193,1.4733937821046619
0.0,0.3061224489795918,0.8090540270140956,1.4218198908112945
0.0,0.32653061224489793,0.8358523544733113,1.400718209130225
0.0,0.3469387755102041,0.8771013135580789,1.3972835435512827
0.0,0.36734693877551017,0.931706793887243,1.3794342943547164
0.0,0.3877551020408163,1.0003515128832545,1.4096903912358274
0.0,0.4081632653061224,1.0938507841585976,1.441001964377497
0.0,0.42857142857142855,1.218070413756526,1.4900807502074513
0.0,0.44897959183673464,1.3756133750705584,1.566177804684812
0.0,0.4693877551020408,1.5719833206860527,1.606524358304094
0.0,0.4897959183673469,1.801543092882397,1.6454453615290945
0.0,0.5102040816326531,2.0224571336113413,1.5836511222081755
0.0,0.5306122448979591,2.1237869670464744,1.3976659191036032
0.0,0.5510204081632653,2.099830231201044,1.2850122170760065
0.0,0.5714285714285714,2.0576468801141403,1.2619122155729783
0.0,0.5918367346938775,2.123387054153669,1.4040053853877812
0.0,0.6122448979591836,2.370139985378616,1.6589793224074896
0.0,0.6326530612244897,2.7799924142959376,1.8825818019962415
0.0,0.6530612244897959,3.1608731869353273,1.9478180953502808
0.0,0.673469387755102,3.217430886004749,1.6894325561325925
0.0,0.6938775510204082,3.0342324601053057,1.444249238871766
0.0,0.7142857142857142,2.805996381849007,1.3377964627578716
0.0,0.7346938775510203,2.587727539610836,1.2436689100262472
0.0,0.7551020408163265,2.359071505837421,1.197556705662255
0.0,0.7755102040816326,2.154974902321381,1.1635191494418522
0.0,0.7959183673469387,2.0459845407331927,1.1978074811976718
0.0,0.8163265306122448,2.027997141223293,1.2997244996183226
0.0,0.836734693877551,2.089612668097338,1.412356059217019
0.0,0.8571428571428571,2.2109995210402293,1.5781822372138692
0.0,0.8775510204081632,2.4166941058116636,1.790556364561144
0.0,0.8979591836734693,2.7384355172051684,2.0486227658475764
0.0,0.9183673469387754,3.169536693272719,2.35594416384077
0.0,0.9387755102040816,3.663583413022774,2.5714302531465694
0.0,0.9591836734693877,4.160609766838563,2.6987216441723643
0.0,0.9795918367346939,4.613850591764901,2.707000234913165
0.0,0.9999999999999999,4.888343863461937,2.4047358965972823
0.02040816326530612,0.0,-0.2597537040911165,3.227086382122195
0.02040816326530612,0.02040816326530612,0.11709467585477362,3.0599337412444965
0.02040816326530612,0.04081632653061224,0.27624321373561667,2.770888347211351
0.02040816326530612,0.061224489795918366,0.33791052973234675,2.490724972861274
0.02040816326530612,0.08163265306122448,0.3739006032246977,2.3001429882353386
0.02040816326530612,0.1020408163265306,0.43904129670381203,2.205722780491452
0.02040816326530612,0.12244897959183673,0.5334182005842314,2.146342527106183
0.02040816326530612,0.14285714285714285,0.6509534461372732,2.105369094072057
0.02040816326530612,0.16326530612244897,0.7759300183395978,2.0626585649297406
0.02040816326530612,0.18367346938775508,0.8902642345941664,2.008519634287315
0.02040816326530612,0.2040816326530612,0.9613912988718557,1.913878240108783
0.02040816326530612,0.22448979591836732,0.9791157256177623,1.8042187386681872
0.02040816326530612,0.24489795918367346,0.9511277880638275,1.6889725817119297
0.02040816326530612,0.26530612244897955,0.9055308283879993,1.5788368587674446
0.02040816326530612,0.2857142857142857,0.8666749410764387,1.4819849499099127
0.02040816326530612,0.3061224489795918,0.8503337497533853,1.4152921259759217
0.02040816326530612,0.32653061224489793,0.8568830067547208,1.3737851777171477
0.02040816326530612,0.3469387755102041,0.8821798044698517,1.3494806351729443
0.02040816326530612,0.36734693877551017,0.924071317232191,1.3361892553502948
0.02040816326530612,0.3877551020408163,0.9809151704736684,1.3289564752378797
0.02040816326530612,0.4081632653061224,1.0610998325307777,1.3383533371644531
0.02040816326530612,0.42857142857142855,1.1681478723038616,1.3630733376660824
0.02040816326530612,0.44897959183673464,1.303399781288732,1.3950092780801362
0.02040816326530612,0.4693877551020408,1.4656417700921245,1.4226233811589022
0.02040816326530612,0.4897959183673469,1.6425223171031063,1.4309007477882785
0.02040816326530612,0.5102040816326531,1.8057987270372968,1.4069530414371638
0.02040816326530612,0.5306122448979591,1.9115065221590066,1.3479735358253928
0.02040816326530612,0.5510204081632653,1.9571879001845058,1.2853647236631376
0.02040816326530612,0.5714285714285714,1.9789500142297582,1.249677690199454
0.02040816326530612,0.5918367346938775,2.043436502653834,1.267802779564693
0.02040816326530612,0.6122448979591836,2.202382777728866,1.3609564508143053
0.02040816326530612,0.6326530612244897,2.473634690600671,1.528794962614336
0.02040816326530612,0.6530612244897959,2.7812484121820464,1.6952759911970936
0.02040816326530612,0.673469387755102,2.951061336520005,1.7229023299723567
0.02040816326530612,0.6938775510204082,2.9248456603178195,1.618455005524681
0.02040816326530612,0.7142857142857142,2.7993023277872573,1.5120677895062127
0.02040816326530612,0.7346938775510203,2.6511783399712834,1.4622615300468356
0.02040816326530612,0.7551020408163265,2.4809706453222646,1.4060958440525164
0.02040816326530612,0.7755102040816326,2.301012091978768,1.3201776805819478
0.02040816326530612,0.7959183673469387,2.1801315748751806,1.268707755901282
0.02040816326530612,0.8163265306122448,2.136162063732052,1.2770740525867141
0.02040816326530612,0.836734693877551,2.1716921403985,1.3375069021773183
0.02040816326530612,0.8571428571428571,2.2673136824784033,1.42477425877993
0.02040816326530612,0.8775510204081632,2.4383422952836744,1.5446610616762833
0.02040816326530612,0.8979591836734693,2.706117664597074,1.7085756231775326
0.02040816326530612,0.9183673469387754,3.0741777875745604,1.9013228307180932
0.02040816326530612,0.9387755102040816,3.5359509867847914,2.0890528539515616
0.02040816326530612,0.9591836734693877,4.039068141920127,2.220866585123082
0.02040816326530612,0.9795918367346939,4.512093248242832,2.3027251529890513
0.02040816326530612,0.9999999999999999,4.811893930693578,2.3805367669839153
0.04081632653061224,0.0,-0.1528176826931583,2.849735266952875
0.04081632653061224,0.02040816326530612,0.06515304680602287,2.8337735090777474
0.04081632653061224,0.04081632653061224,0.20928554025932558,2.6672397809848003
0.04081632653061224,0.061224489795918366,0.28377648620492285,2.449409851142831
0.04081632653061224,0.08163265306122448,0.33415773235533225,2.256429061762269
0.04081632653061224,0.1020408163265306,0.4122804419762681,2.119397268182943
0.04081632653061224,0.12244897959183673,0.5232009354901844,2.0297022591908243
0.04081632653061224,0.14285714285714285,0.660927563501777,1.971040450235792
0.04081632653061224,0.16326530612244897,0.8059405779984589,1.9293175042018815
0.04081632653061224,0.18367346938775508,0.9418929334566462,1.8946710491730772
0.04081632653061224,0.2040816326530612,1.044787082254966,1.8516628645547386
0.04081632653061224,0.22448979591836732,1.0997564438450813,1.7973089027687035
0.04081632653061224,0.24489795918367346,1.0997070214103906,1.7245610426504565
0.04081632653061224,0.26530612244897955,1.0577212608214583,1.6285307362114203
0.04081632653061224,0.2857142857142857,1.0025531289324048,1.5252954271509738
0.04081632653061224,0.3061224489795918,0.9558092993745884,1.4355232112379088
0.04081632653061224,0.32653061224489793,0.9317069732339157,1.370089620468466
0.04081632653061224,0.3469387755102041,0.9319590266199602,1.3260353528868551
0.04081632653061224,0.36734693877551017,0.9551496081879562,1.2957766373815542
0.04081632653061224,0.3877551020408163,0.9960566374125066,1.2682652668685104
0.04081632653061224,0.4081632653061224,1.0615084122401715,1.253378727617512
0.04081632653061224,0.42857142857142855,1.1512986616053331,1.2512193692933826
0.04081632653061224,0.44897959183673464,1.2618728972838709,1.2607052968875823
0.04081632653061224,0.4693877551020408,1.3833447237035266,1.2738655706515516
0.04081632653061224,0.4897959183673469,1.501384761264752,1.2892525979117238
0.04081632653061224,0.5102040816326531,1.6020429002178096,1.292661527968152
0.04081632653061224,0.5306122448979591,1.6786925681160045,1.2793282272643793
0.04081632653061224,0.5510204081632653,1.7340885971856137,1.2473913288723006
0.04081632653061224,0.5714285714285714,1.77525982790765,1.2109450386481497
0.04081632653061224,0.5918367346938775,1.8239105687803474,1.1876273713193395
0.04081632653061224,0.6122448979591836,1.905870768566269,1.2034101051654116
0.04081632653061224,0.6326530612244897,2.0580245479587296,1.282697873940172
0.04081632653061224,0.6530612244897959,2.2831850556875244,1.4184698445554524
0.04081632653061224,0.673469387755102,2.544339145512369,1.558010719467653
0.04081632653061224,0.6938775510204082,2.720928010443763,1.617036120963245
0.04081632653061224,0.7142857142857142,2.7627629353881935,1.5931150306770518
0.04081632653061224,0.7346938775510203,2.7213538206689396,1.5697909969085129
0.04081632653061224,0.7551020408163265,2.646225015758992,1.5524267448847382
0.04081632653061224,0.7755102040816326,2.515898327383409,1.4783462870574615
0.04081632653061224,0.7959183673469387,2.372156236754788,1.3741636895187717
0.04081632653061224,0.8163265306122448,2.273919597076323,1.305408553032649
0.04081632653061224,0.836734693877551,2.2567520038076703,1.295735967479192
0.04081632653061224,0.8571428571428571,2.305198671589577,1.3160627044445816
0.04081632653061224,0.8775510204081632,2.427446490775472,1.3572136941343758
0.04081632653061224,0.8979591836734693,2.6414908352613216,1.4199654922218394
0.04081632653061224,0.9183673469387754,2.9544982063500727,1.5026661982085883
0.04081632653061224,0.9387755102040816,3.3702961232450575,1.6053576107831067
0.04081632653061224,0.9591836734693877,3.8340270821563607,1.7209562702940815
0.04081632653061224,0.9795918367346939,4.285673409028785,1.870023768957725
0.04081632653061224,0.9999999999999999,4.70778469472333,2.1203594734998465
0.061224489795918366,0.0,-0.12210156449591496,2.7769882394004175
0.061224489795918366,0.02040816326530612,-0.042063896333828676,2.6889412551250245
0.061224489795918366,0.04081632653061224,0.0719979115185906,2.5629618808346346
0.061224489795918366,0.061224489795918366,0.17246230800833212,2.3735632458402507
0.061224489795918366,0.08163265306122448,0.27063988614579004,2.1751812747235006
0.061224489795918366,0.1020408163265306,0.3823755361403014,2.009673632513675
0.061224489795918366,0.12244897959183673,0.5087765205564272,1.8938973234899081
